ID;sex;birthRegion;resRegion;eduRegion;eduSize
N09401;sex1;regN3e;regN3e;regN3e;size6
N09402;sex1;regN3e;regN3e;regN3e;size6
N09403;sex1;regN3c;regN3d;regN2d;size1
N09404;sex1;regN3c;regN3b;regN3b;size4
N09405;sex2;regN3d;regN3c;regN3e;size3
N09406;sex1;regX;regX;regX;sizeX
N09407;sex2;regN3c;regN3c;regN3c;size4
N09408;sex2;regX;regX;regX;sizeX
N09409;sex2;regN3c;regN3c;regN3c;size6
N09410;sex2;regX;regX;regX;sizeX
N09411;sex2;regN3e;regN3c;regN3e;size2
N09412;sex2;regN3a;regN3c;regN3a;size6
N09413;sex2;regN3b;regN3c;regN3b;size4
N09414;sex1;regN3d;regN3c;regN3d;size1
N09415;sex1;regX;regX;regX;sizeX
N09416;sex2;regN3c;regN3c;regN3c;size2
N09417;sex2;regN3c;regN3c;regN3c;size2
N09418;sex2;regX;regX;regX;sizeX
N09419;sex1;regX;regX;regX;sizeX
N09420;sex2;regN3d;regN3d;regN3d;size4
N09421;sex2;regN3d;regN3c;regN3d;size6
N09422;sex2;regX;regX;regX;sizeX
N09423;sex1;regX;regX;regX;sizeX
N09424;sex1;regX;regX;regX;sizeX
N09425;sex1;regN3d;regN3c;regN3c;size2
N09426;sex2;regX;regX;regX;sizeX
N09427;sex1;regX;regX;regX;sizeX
N09428;sex2;regX;regX;regX;sizeX
N09429;sex2;regX;regX;regX;sizeX
N09430;sex1;regN3c;regN3c;regN3c;size2
N09431;sex1;regX;regX;regX;sizeX
N09432;sex2;regX;regX;regX;sizeX
N09433;sex2;regX;regX;regX;sizeX
N09434;sex1;regX;regX;regX;sizeX
N09435;sex1;regX;regX;regX;sizeX
N09436;sex2;regN3c;regN3c;regN3c;size2
N09437;sex2;regX;regX;regX;sizeX
N09438;sex2;regN3c;regN3c;regN3c;size2
N09439;sex1;regX;regX;regX;sizeX
N09440;sex1;regX;regX;regX;sizeX
N09441;sex1;regX;regX;regX;sizeX
N09442;sex1;regX;regX;regX;sizeX
N09443;sex2;regX;regX;regX;sizeX
N09444;sex2;regX;regX;regX;sizeX
N09445;sex1;regN1c;regN3c;regN3c;size4
N09446;sex1;regX;regX;regX;sizeX
N09447;sex1;regX;regX;regX;sizeX
N09448;sex2;regX;regN3c;regN3c;sizeX
N09462;sex2;regN3d;regN3d;regN3d;size4
N09463;sex2;regN3c;regN3c;regN3c;size2
N09464;sex1;regN3c;regN3c;regN3c;size2
N09465;sex2;regN3c;regN3c;regN3c;size2
N09466;sex1;regN3c;regN3c;regN3c;size2
N09467;sex1;regN3c;regN3c;regN3c;size2
N09468;sex2;regN3d;regN3c;regN3c;size4
N09469;sex2;regX;regX;regX;sizeX
N09470;sex2;regX;regX;regX;sizeX
N09471;sex2;regN4a;regN1a;regN4a;size1
N09472;sex2;regN1a;regN1a;regN1a;size2
N09473;sex1;regN1a;regN1a;regN1a;size4
N09474;sex2;regZ;regN1a;regN1a;size2
N09475;sex2;regX;regX;regX;sizeX
N09476;sex1;regX;regX;regX;sizeX
N09477;sex2;regX;regX;regX;sizeX
N09478;sex1;regN1a;regN1a;regN1a;size6
N09479;sex1;regX;regX;regX;sizeX
N09480;sex1;regX;regX;regX;sizeX
N09481;sex2;regX;regX;regX;sizeX
N09482;sex1;regN1a;regN1a;regN1a;size6
N09483;sex1;regX;regX;regX;sizeX
N09484;sex1;regN1a;regN1a;regN1a;size6
N09485;sex2;regX;regX;regX;sizeX
N09486;sex2;regX;regX;regX;sizeX
N09487;sex2;regX;regX;regX;sizeX
N09488;sex1;regN1a;regN1a;regN1a;size2
N09831;sex1;regX;regX;regX;sizeX
V40001;sex1;regV1;regV1;regV1;sizeX
V40002;sex1;regV2;regV1;regV2;sizeX
V40003;sex1;regV2;regV1;regV2;sizeX
V40004;sex2;regV1;regV1;regV1;sizeX
V40005;sex1;regV1;regV1;regV1;sizeX
V40006;sex1;regV1;regV1;regV1;sizeX
V40007;sex2;regV1;regV1;regV1;sizeX
V40008;sex1;regV1;regV1;regV1;sizeX
V40009;sex2;regV4;regV4;regV4;sizeX
V40010;sex2;regV2;regV2;regV3;sizeX
V40011;sex1;regV1;regV1;regV1;sizeX
V40012;sex1;regV1;regV1;regV1;sizeX
V40013;sex1;regV2;regV2;regV2;sizeX
V40014;sex2;regN3d;regV1;regN3d;sizeX
V40015;sex1;regV1;regV4;regV1;sizeX
V40016;sex1;regV1;regV1;regV1;sizeX
V40017;sex1;regN3d;regV1;regNx;sizeX
V40018;sex1;regV1;regV1;regV1;sizeX
V40019;sex1;regV3;regV3;regV3;sizeX
V40020;sex1;regV4;regV4;regV4;sizeX
V40021;sex2;regV4;regV1;regV4;sizeX
V40022;sex1;regV4;regV4;regV4;sizeX
V40023;sex1;regV4;regV4;regV4;sizeX
V40024;sex1;regV4;regV4;regV4;sizeX
V40025;sex2;regV4;regV4;regV4;sizeX
V40026;sex2;regV4;regV4;regV4;sizeX
V40027;sex2;regV4;regV4;regV4;sizeX
V40028;sex1;regV4;regV4;regV4;sizeX
V40029;sex1;regV4;regV4;regV4;sizeX
V40030;sex2;regV4;regV4;regV4;sizeX
V40031;sex2;regV2;regV2;regV2;sizeX
V40032;sex2;regV4;regV4;regV4;sizeX
V40033;sex2;regV4;regV4;regV4;sizeX
V40034;sex2;regV4;regV4;regV4;sizeX
V40035;sex1;regV4;regV4;regV4;sizeX
V40036;sex2;regV4;regV4;regV4;sizeX
V40037;sex2;regV4;regV4;regV4;sizeX
V40038;sex2;regV1;regV1;regV1;sizeX
V40039;sex1;regV4;regV4;regV4;sizeX
V40040;sex2;regV4;regV4;regV4;sizeX
V40041;sex2;regV4;regV4;regV4;sizeX
V40042;sex1;regV4;regV4;regV4;sizeX
V40043;sex2;regV2;regV2;regV2;sizeX
V40044;sex1;regV1;regV1;regV1;sizeX
V40045;sex2;regV1;regV1;regV1;sizeX
V40046;sex1;regV1;regV1;regV1;sizeX
V40047;sex1;regV1;regV1;regV1;sizeX
V40048;sex1;regV1;regV1;regV1;sizeX
V40049;sex1;regV3;regV3;regV3;sizeX
V40050;sex2;regV3;regV3;regV3;sizeX
V40051;sex2;regV3;regV3;regV3;sizeX
V40052;sex1;regV1;regV1;regV1;sizeX
V40053;sex2;regV1;regV1;regV1;sizeX
V40054;sex1;regV1;regV1;regV1;sizeX
V40055;sex1;regV2;regV2;regV2;sizeX
V40056;sex1;regV2;regV2;regV2;sizeX
V40057;sex1;regV2;regV2;regV2;sizeX
V40058;sex2;regV1;regV1;regV1;sizeX
V40059;sex2;regV2;regV2;regV2;sizeX
V40060;sex2;regV3;regV3;regV3;sizeX
V40061;sex2;regV1;regV1;regV1;sizeX
V40062;sex2;regV2;regV2;regV2;sizeX
V40063;sex1;regZ;regV3;regV1;sizeX
V40064;sex2;regV1;regV1;regV1;sizeX
V40065;sex1;regV1;regV1;regV1;sizeX
V40066;sex1;regV3;regV3;regV3;sizeX
V40067;sex2;regV1;regV1;regV1;sizeX
V40068;sex2;regV2;regV2;regV2;sizeX
V40069;sex2;regV2;regV2;regV2;sizeX
V40070;sex2;regV4;regV4;regV4;sizeX
V40071;sex2;regV4;regV4;regV4;sizeX
V40072;sex1;regV1;regV1;regV1;sizeX
V40073;sex2;regV1;regV1;regV1;sizeX
V40074;sex2;regV3;regV3;regV3;sizeX
V40075;sex1;regV3;regV3;regV3;sizeX
V40076;sex1;regV2;regV2;regV2;sizeX
V40077;sex2;regV2;regV2;regV2;sizeX
V40078;sex1;regV2;regV2;regV2;sizeX
V40079;sex2;regV2;regV2;regV2;sizeX
V40080;sex1;regV1;regV1;regV1;sizeX
V40081;sex2;regV4;regV4;regV4;sizeX
V40082;sex2;regV4;regV4;regV4;sizeX
V40083;sex1;regV1;regV1;regV1;sizeX
V40084;sex2;regV1;regV1;regV1;sizeX
V40085;sex2;regV1;regV1;regV1;sizeX
V40086;sex1;regV4;regV4;regV4;sizeX
V40087;sex1;regV4;regV4;regV4;sizeX
V40088;sex1;regV3;regV3;regV3;sizeX
V40089;sex1;regV3;regV3;regV3;sizeX
V40090;sex2;regV1;regV1;regV2;sizeX
V40091;sex2;regV1;regV2;regV1;sizeX
V40092;sex1;regV3;regV2;regV3;sizeX
V40093;sex2;regV3;regV3;regV3;sizeX
V40094;sex2;regV3;regV3;regV3;sizeX
V40095;sex1;regV1;regV1;regV1;sizeX
V40096;sex2;regV1;regV1;regV1;sizeX
V40097;sex1;regV3;regV3;regV3;sizeX
V40098;sex1;regV3;regV3;regV3;sizeX
V40099;sex2;regV3;regV3;regV3;sizeX
V40100;sex2;regV1;regV1;regV1;sizeX
V40101;sex2;regV4;regV4;regV4;sizeX
V40102;sex1;regV4;regV4;regV4;sizeX
V40103;sex2;regV4;regV4;regV4;sizeX
V40104;sex1;regV4;regV4;regV4;sizeX
V40105;sex1;regV4;regV4;regV4;sizeX
V40106;sex2;regV3;regV3;regV3;sizeX
V40107;sex2;regV3;regV3;regV3;sizeX
V40108;sex2;regV3;regV3;regV3;sizeX
V40109;sex2;regV3;regV3;regV3;sizeX
V40110;sex2;regV3;regV3;regV3;sizeX
V40111;sex1;regV3;regV3;regV3;sizeX
V40112;sex1;regV3;regV3;regV3;sizeX
V40113;sex1;regV3;regV3;regV3;sizeX
V40114;sex1;regV3;regV3;regV3;sizeX
V40115;sex1;regV3;regV3;regV3;sizeX
V40116;sex1;regV4;regV4;regV4;sizeX
V40117;sex1;regV4;regV4;regV4;sizeX
V40118;sex2;regV4;regV4;regV4;sizeX
V40119;sex2;regV4;regV4;regV4;sizeX
V40120;sex2;regV4;regV4;regV4;sizeX
V40121;sex2;regV3;regV3;regV3;sizeX
V40122;sex2;regV3;regV3;regV3;sizeX
V40123;sex2;regV3;regV3;regV3;sizeX
V40124;sex2;regV3;regV3;regV3;sizeX
V40125;sex2;regV3;regV3;regV3;sizeX
V40126;sex1;regV2;regV2;regV2;sizeX
V40127;sex1;regV2;regV2;regV2;sizeX
V40128;sex1;regV2;regV2;regV2;sizeX
V40129;sex1;regV2;regV2;regV2;sizeX
V40130;sex1;regV2;regV2;regV2;sizeX
V40131;sex2;regV2;regV2;regV2;sizeX
V40132;sex2;regV2;regV2;regV2;sizeX
V40133;sex2;regV2;regV2;regV2;sizeX
V40134;sex2;regV2;regV2;regV2;sizeX
V40135;sex2;regV2;regV2;regV2;sizeX
V40136;sex1;regV1;regV1;regV1;sizeX
V40137;sex1;regV1;regV1;regV1;sizeX
V40138;sex1;regV1;regV1;regV1;sizeX
V40139;sex1;regV1;regV1;regV1;sizeX
V40141;sex1;regV1;regV1;regV1;sizeX
V40142;sex1;regV1;regV1;regV1;sizeX
V40143;sex1;regV1;regV1;regV1;sizeX
V40144;sex1;regV4;regV1;regV1;sizeX
V40145;sex1;regV1;regV1;regV1;sizeX
V40146;sex2;regV1;regV1;regV1;sizeX
V40147;sex2;regV1;regV1;regV1;sizeX
V40148;sex2;regV1;regV1;regV1;sizeX
V40149;sex2;regV1;regV1;regV1;sizeX
V40150;sex2;regV1;regV1;regV1;sizeX
V40151;sex2;regV1;regV1;regV1;sizeX
V40152;sex2;regV1;regV1;regV1;sizeX
V40153;sex2;regV1;regV1;regV1;sizeX
V40154;sex2;regV1;regV1;regV1;sizeX
V40155;sex2;regV1;regV1;regV1;sizeX
V40156;sex1;regV3;regV3;regV3;sizeX
V40157;sex1;regV3;regV3;regV3;sizeX
V40159;sex1;regV3;regV3;regV3;sizeX
V40160;sex1;regV3;regV3;regV3;sizeX
V40161;sex1;regV2;regV2;regV2;sizeX
V40162;sex1;regV2;regV2;regV2;sizeX
V40163;sex1;regV2;regV2;regV2;sizeX
V40164;sex1;regV2;regV2;regV2;sizeX
V40165;sex1;regV2;regV2;regV2;sizeX
V40166;sex2;regV2;regV2;regV2;sizeX
V40167;sex2;regV2;regV2;regV2;sizeX
V40168;sex2;regV2;regV2;regV2;sizeX
V40169;sex2;regV2;regV2;regV2;sizeX
V40170;sex2;regV2;regV2;regV2;sizeX
V40171;sex2;regV4;regV4;regV4;sizeX
V40172;sex2;regV4;regV4;regV4;sizeX
V40173;sex2;regV4;regV4;regV4;sizeX
V40174;sex2;regV4;regV4;regV4;sizeX
V40175;sex2;regV4;regV4;regV4;sizeX
V40176;sex1;regV4;regV4;regV4;sizeX
V40177;sex1;regV4;regV4;regV4;sizeX
V40178;sex1;regV4;regV4;regV4;sizeX
V40179;sex1;regV4;regV4;regV4;sizeX
V40180;sex1;regV4;regV4;regV4;sizeX
V40181;sex2;regV1;regV1;regV1;sizeX
V40182;sex2;regV2;regV2;regV2;sizeX
V40183;sex2;regV2;regV2;regV2;sizeX
V40184;sex1;regV3;regV3;regV3;sizeX
V40185;sex2;regV3;regV3;regV3;sizeX
V40186;sex1;regV3;regV3;regV3;sizeX
V40187;sex1;regV3;regV3;regV3;sizeX
V40188;sex2;regV1;regV1;regV1;sizeX
V40189;sex2;regV1;regV1;regV1;sizeX
V40190;sex1;regV4;regV4;regV4;sizeX
V40191;sex1;regV4;regV4;regV4;sizeX
V40192;sex1;regV1;regV1;regV1;sizeX
V40193;sex1;regV4;regV4;regV4;sizeX
V40194;sex1;regV4;regV4;regV4;sizeX
V40195;sex2;regV3;regV3;regV3;sizeX
V40196;sex2;regV3;regV3;regV3;sizeX
V40197;sex2;regV3;regV3;regV3;sizeX
V40198;sex2;regV2;regV2;regV2;sizeX
V40199;sex2;regV2;regV2;regV2;sizeX
V40200;sex1;regV3;regV3;regV3;sizeX
V40201;sex1;regV3;regV3;regV3;sizeX
V40202;sex1;regV2;regV2;regV2;sizeX
V40203;sex2;regV2;regV2;regV2;sizeX
V40204;sex2;regV2;regV1;regV1;sizeX
V40205;sex1;regV2;regV2;regV2;sizeX
V40206;sex1;regV1;regV1;regV1;sizeX
V40207;sex1;regV2;regV2;regV2;sizeX
V40208;sex2;regV1;regV1;regV1;sizeX
V40209;sex1;regV4;regV2;regV4;sizeX
V40210;sex1;regV4;regV1;regV1;sizeX
V40211;sex1;regV3;regV3;regV3;sizeX
V40212;sex1;regV3;regV3;regV3;sizeX
V40213;sex1;regV1;regV1;regV1;sizeX
V40214;sex1;regV1;regV1;regV1;sizeX
V40215;sex2;regV2;regV2;regV2;sizeX
V40216;sex1;regV2;regV2;regV2;sizeX
V40217;sex2;regV2;regV2;regV2;sizeX
V40218;sex1;regV2;regV2;regV2;sizeX
V40219;sex2;regV4;regV4;regV4;sizeX
V40220;sex2;regV4;regV4;regV4;sizeX
V40221;sex1;regV2;regV2;regV2;sizeX
V40222;sex1;regV2;regV2;regV2;sizeX
V40223;sex2;regV4;regV4;regV4;sizeX
V40224;sex2;regV4;regV1;regV4;sizeX
V40225;sex1;regV2;regV3;regV3;sizeX
V40226;sex1;regV3;regV3;regV3;sizeX
V40227;sex2;regV2;regV2;regV2;sizeX
V40228;sex1;regV2;regV2;regV2;sizeX
V40229;sex2;regV3;regV3;regV3;sizeX
V40230;sex2;regV3;regV3;regV3;sizeX
V40231;sex2;regV3;regV3;regV3;sizeX
V40232;sex1;regV2;regV2;regV2;sizeX
V40233;sex2;regV2;regV2;regV2;sizeX
V40234;sex2;regV1;regV1;regV1;sizeX
V40235;sex2;regV1;regV1;regV1;sizeX
V40236;sex2;regV3;regV3;regV3;sizeX
V40237;sex2;regV3;regV3;regV3;sizeX
V40238;sex1;regV3;regV3;regV3;sizeX
V40239;sex1;regV1;regV1;regV1;sizeX
V40240;sex1;regV1;regV1;regV1;sizeX
V40241;sex2;regV2;regV2;regV2;sizeX
V40242;sex2;regV2;regV2;regV2;sizeX
V40243;sex1;regV3;regV3;regV3;sizeX
V40244;sex2;regV3;regV3;regV3;sizeX
V40245;sex1;regV2;regV2;regV2;sizeX
V40246;sex2;regV3;regV3;regV3;sizeX
V40247;sex1;regV4;regV4;regV4;sizeX
V40248;sex1;regV4;regV4;regV4;sizeX
V40249;sex1;regV4;regV4;regV4;sizeX
V40250;sex1;regV4;regV4;regV4;sizeX
V40251;sex1;regV2;regV2;regV2;sizeX
V40252;sex2;regV2;regV2;regV2;sizeX
V40253;sex1;regV2;regV2;regV2;sizeX
V40254;sex1;regV2;regV2;regV2;sizeX
V60001;sex1;regV1;regV1;regV1;sizeX
V60002;sex2;regV1;regV1;regV1;sizeX
V60003;sex1;regV3;regV2;regV3;sizeX
V60004;sex1;regV2;regV1;regV2;sizeX
V60005;sex1;regV4;regV2;regV4;sizeX
V60006;sex1;regV1;regV1;regV1;sizeX
V60007;sex1;regV1;regV1;regV1;sizeX
V60008;sex2;regV1;regV1;regV1;sizeX
V60009;sex1;regV1;regV1;regV1;sizeX
V60010;sex1;regV2;regV2;regV2;sizeX
V60011;sex1;regV3;regV3;regV3;sizeX
V60012;sex1;regV1;regV1;regV1;sizeX
V60013;sex1;regV4;regV1;regV4;sizeX
V60014;sex1;regV3;regV3;regV3;sizeX
V60015;sex1;regV1;regV1;regV2;sizeX
V60016;sex1;regV3;regV1;regV3;sizeX
V60017;sex1;regV4;regV4;regV4;sizeX
V60018;sex1;regV1;regV4;regV4;sizeX
V60019;sex1;regV1;regV1;regV1;sizeX
V60020;sex1;regV2;regV2;regV2;sizeX
V60021;sex1;regV1;regV1;regV1;sizeX
V60022;sex1;regV1;regV1;regV1;sizeX
V60023;sex1;regV1;regV1;regV1;sizeX
V60024;sex1;regV1;regV3;regV3;sizeX
V60025;sex1;regV1;regV1;regV1;sizeX
V60026;sex1;regV3;regV2;regV3;sizeX
V60027;sex1;regV2;regV2;regV2;sizeX
V60028;sex1;regV2;regV3;regV2;sizeX
V60029;sex1;regV4;regV4;regV4;sizeX
V60030;sex1;regV1;regV1;regV1;sizeX
V60031;sex1;regV1;regV1;regV1;sizeX
V60032;sex1;regV1;regV1;regV1;sizeX
V60033;sex1;regV3;regV1;regV3;sizeX
V60034;sex1;regV3;regV3;regV3;sizeX
V60035;sex1;regV4;regV4;regV4;sizeX
V60036;sex2;regV2;regV2;regV2;sizeX
V60037;sex1;regV2;regV2;regV2;sizeX
V60038;sex1;regV1;regV1;regV1;sizeX
V60039;sex1;regV3;regV2;regX;sizeX
V60040;sex2;regV1;regV1;regV1;sizeX
V60041;sex1;regV2;regV2;regV2;sizeX
V60042;sex1;regV3;regV3;regV3;sizeX
V60043;sex2;regV3;regV1;regV3;sizeX
V60044;sex1;regV1;regV1;regV1;sizeX
V60045;sex1;regV1;regV1;regV1;sizeX
V60046;sex1;regV4;regV1;regV4;sizeX
V60047;sex2;regV1;regV1;regV1;sizeX
V60048;sex1;regV1;regV1;regV1;sizeX
V60049;sex1;regV1;regV1;regV1;sizeX
V60050;sex1;regV1;regV1;regV1;sizeX
V60051;sex1;regX;regV1;regX;sizeX
V60052;sex1;regV2;regV2;regV2;sizeX
V60053;sex1;regV1;regV1;regV1;sizeX
V60054;sex1;regV3;regV1;regV3;sizeX
V60055;sex1;regV1;regV1;regV1;sizeX
V60056;sex1;regV2;regV2;regV2;sizeX
V60057;sex1;regV1;regV1;regV1;sizeX
V60058;sex1;regV1;regV1;regV1;sizeX
V60059;sex1;regX;regX;regX;sizeX
V60060;sex1;regV1;regV1;regV1;sizeX
V60061;sex2;regV1;regV1;regV1;sizeX
V60062;sex2;regN4a;regZ;regN4a;sizeX
V60063;sex2;regV1;regV1;regV1;sizeX
V60064;sex1;regNx;regN1a;regNx;sizeX
V60065;sex1;regV2;regV2;regV2;sizeX
V60066;sex1;regV1;regV1;regV1;sizeX
V60067;sex2;regV3;regV1;regV1;sizeX
V60068;sex2;regV1;regV1;regV1;sizeX
V60069;sex1;regV2;regV2;regV2;sizeX
V60070;sex1;regV2;regV2;regV2;sizeX
V60071;sex1;regX;regV1;regX;sizeX
V60072;sex1;regX;regV2;regX;sizeX
V60073;sex1;regV2;regV2;regV2;sizeX
V60074;sex2;regV4;regV1;regV4;sizeX
V60075;sex2;regV1;regV1;regV1;sizeX
V60076;sex2;regZ;regV3;regV1;sizeX
V60077;sex1;regN2b;regZ;regN1b;sizeX
V60078;sex1;regV1;regV1;regV1;sizeX
V60079;sex1;regV1;regV1;regV1;sizeX
V60080;sex1;regV1;regV1;regV1;sizeX
V60081;sex1;regV3;regV3;regV3;sizeX
V60082;sex2;regV2;regX;regV2;sizeX
V60083;sex2;regV1;regV1;regV1;sizeX
V60084;sex1;regV1;regV1;regV1;sizeX
V60085;sex2;regV1;regV1;regV1;sizeX
V60086;sex2;regV4;regV4;regV4;sizeX
V60087;sex1;regV3;regV1;regV3;sizeX
V60088;sex1;regV2;regV2;regV2;sizeX
V60089;sex1;regV2;regV2;regV2;sizeX
V60090;sex2;regV2;regV1;regV2;sizeX
V60091;sex1;regV1;regV1;regV1;sizeX
V60092;sex1;regV1;regV1;regV1;sizeX
V60093;sex1;regV2;regV1;regV2;sizeX
V60094;sex1;regV4;regV4;regV4;sizeX
V60095;sex1;regV4;regV1;regV4;sizeX
V60096;sex1;regV4;regV1;regV1;sizeX
V60097;sex1;regV2;regV2;regV3;sizeX
V60098;sex1;regV3;regV1;regV3;sizeX
V60099;sex2;regV1;regV3;regV1;sizeX
V60100;sex1;regV3;regV3;regV3;sizeX
V60101;sex1;regV3;regV1;regV3;sizeX
V60102;sex1;regV3;regV1;regV3;sizeX
V60103;sex1;regV1;regV1;regV1;sizeX
V60104;sex1;regV2;regV1;regV2;sizeX
V60105;sex1;regV1;regV1;regV1;sizeX
V60106;sex1;regV1;regV1;regV1;sizeX
V60107;sex1;regV1;regV1;regV1;sizeX
V60108;sex2;regV3;regV2;regV3;sizeX
V60109;sex2;regV1;regV1;regV1;sizeX
V60110;sex1;regV1;regV1;regV1;sizeX
V60111;sex1;regV2;regV1;regV2;sizeX
V60112;sex1;regV2;regV2;regV2;sizeX
V60113;sex1;regV3;regV1;regV3;sizeX
V60114;sex1;regZ;regV1;regV1;sizeX
V60115;sex1;regV2;regV1;regV2;sizeX
V60116;sex2;regV1;regV1;regV1;sizeX
V60117;sex2;regV3;regV3;regV3;sizeX
V60118;sex1;regV1;regV1;regV1;sizeX
V60119;sex1;regV1;regV1;regV1;sizeX
V60120;sex1;regV4;regV4;regV4;sizeX
V60121;sex1;regV1;regV1;regV1;sizeX
V60122;sex1;regV2;regV2;regV2;sizeX
V60123;sex1;regV1;regV1;regV1;sizeX
V60124;sex1;regV1;regV1;regV1;sizeX
V60125;sex1;regV1;regV1;regV1;sizeX
V60126;sex1;regV1;regV1;regV1;sizeX
V60127;sex1;regV4;regV4;regV4;sizeX
V60128;sex1;regV1;regV1;regV1;sizeX
V60129;sex1;regV1;regV1;regV1;sizeX
V60130;sex1;regV1;regV2;regV1;sizeX
V60131;sex1;regV2;regV1;regV2;sizeX
V60132;sex1;regV1;regV1;regV1;sizeX
V60133;sex2;regV2;regV2;regV2;sizeX
V60134;sex1;regV3;regV1;regV3;sizeX
V60135;sex1;regV1;regV1;regV1;sizeX
V60136;sex1;regV1;regV1;regV1;sizeX
V60137;sex1;regV1;regV1;regV1;sizeX
V60138;sex2;regX;regV1;regX;sizeX
V60139;sex1;regV3;regV3;regV3;sizeX
V60140;sex1;regV1;regZ;regV1;sizeX
V60141;sex1;regV4;regV1;regV4;sizeX
V60142;sex1;regV1;regW;regV1;sizeX
V60143;sex1;regV2;regV1;regV2;sizeX
V60144;sex1;regV3;regV1;regV3;sizeX
V60145;sex2;regV1;regV1;regV1;sizeX
V60146;sex1;regV1;regV1;regV1;sizeX
V60147;sex1;regV2;regV2;regV2;sizeX
V60148;sex1;regZ;regV2;regV2;sizeX
V60149;sex2;regW;regV2;regV2;sizeX
V60150;sex1;regZ;regV4;regZ;sizeX
V60151;sex2;regV1;regV1;regV1;sizeX
V60152;sex1;regV3;regV3;regV3;sizeX
V60153;sex1;regV1;regV1;regV1;sizeX
V60154;sex1;regV2;regV2;regV2;sizeX
V60155;sex1;regV4;regV4;regV4;sizeX
V60156;sex1;regV2;regV1;regV2;sizeX
V60157;sex1;regV1;regV1;regV1;sizeX
V60158;sex2;regV1;regV1;regV1;sizeX
V60159;sex1;regV1;regV2;regV1;sizeX
V60160;sex1;regV1;regV1;regV1;sizeX
V60161;sex1;regV1;regV1;regV1;sizeX
V60162;sex1;regV3;regV1;regX;sizeX
V60163;sex1;regV1;regV2;regV2;sizeX
V60164;sex1;regV2;regV2;regV2;sizeX
V60165;sex1;regV3;regV3;regV3;sizeX
V60166;sex1;regV1;regV1;regV1;sizeX
V60167;sex1;regV3;regV2;regV2;sizeX
V60168;sex1;regV3;regV1;regV3;sizeX
V60169;sex1;regV2;regV2;regV2;sizeX
V60170;sex1;regV1;regV1;regV1;sizeX
V60171;sex2;regV1;regV1;regV1;sizeX
V60172;sex2;regV1;regV1;regV2;sizeX
V60173;sex1;regV1;regV1;regV1;sizeX
V60174;sex1;regV1;regV1;regV1;sizeX
V60175;sex1;regV2;regV2;regV1;sizeX
V60176;sex1;regV2;regV3;regV2;sizeX
V60177;sex1;regV4;regV4;regV4;sizeX
V60178;sex1;regX;regX;regX;sizeX
V60179;sex1;regV2;regV2;regV2;sizeX
V60180;sex1;regV4;regV1;regV4;sizeX
V60181;sex1;regX;regV1;regX;sizeX
V60182;sex1;regV1;regV1;regV1;sizeX
V60183;sex1;regV1;regV1;regV1;sizeX
V60184;sex1;regV1;regV1;regV1;sizeX
V60185;sex1;regV4;regV4;regV4;sizeX
V60186;sex1;regV2;regV2;regV2;sizeX
V60187;sex2;regV1;regV1;regV1;sizeX
V60188;sex1;regV3;regV3;regV3;sizeX
V60189;sex1;regV3;regV3;regV3;sizeX
V60190;sex1;regV3;regV3;regV3;sizeX
V60191;sex1;regV3;regV3;regV3;sizeX
V60192;sex1;regV3;regV1;regV2;sizeX
V60193;sex2;regNx;regZ;regNx;sizeX
V60194;sex1;regV2;regV1;regV2;sizeX
V60195;sex2;regV2;regV2;regV2;sizeX
V60196;sex1;regV2;regV2;regV2;sizeX
V60197;sex1;regV2;regV2;regV2;sizeX
V60198;sex1;regV1;regV1;regV1;sizeX
V60199;sex1;regNx;regZ;regNx;sizeX
V60200;sex1;regV1;regV2;regV2;sizeX
V60201;sex1;regV4;regV1;regV4;sizeX
V60202;sex2;regV3;regV1;regV3;sizeX
V60203;sex1;regV1;regV1;regV1;sizeX
V60204;sex1;regV1;regV1;regV1;sizeX
V60205;sex1;regZ;regW;regZ;sizeX
V60206;sex1;regV1;regV1;regV1;sizeX
V60207;sex1;regV1;regV4;regV1;sizeX
V60208;sex1;regV4;regV1;regV4;sizeX
V60209;sex1;regV1;regV1;regV1;sizeX
V60214;sex2;regV1;regZ;regV1;sizeX
V60215;sex1;regV1;regV1;regV1;sizeX
V60216;sex1;regV2;regV3;regV3;sizeX
V60217;sex1;regZ;regV3;regV3;sizeX
V60218;sex2;regV1;regV1;regV1;sizeX
V60219;sex2;regV3;regV1;regV1;sizeX
V60220;sex1;regV1;regV1;regV1;sizeX
V60221;sex1;regV2;regV1;regV2;sizeX
V60222;sex1;regV2;regV2;regV2;sizeX
V60223;sex1;regV1;regV1;regV1;sizeX
V60224;sex1;regV2;regV2;regV2;sizeX
V60225;sex2;regV1;regV1;regV1;sizeX
V60226;sex1;regV1;regV1;regV1;sizeX
V60227;sex1;regV2;regV1;regZ;sizeX
V60228;sex1;regV1;regV1;regW;sizeX
V60229;sex1;regV2;regV1;regV2;sizeX
V60230;sex1;regV1;regV1;regV1;sizeX
V60231;sex1;regV2;regV2;regV2;sizeX
V60232;sex1;regV2;regV2;regV2;sizeX
V60233;sex1;regV1;regV1;regV1;sizeX
V60234;sex1;regV2;regV1;regV2;sizeX
V60235;sex1;regV2;regV2;regV2;sizeX
V60236;sex1;regV2;regV2;regV2;sizeX
V60237;sex1;regV1;regV1;regV1;sizeX
V60238;sex1;regV3;regV3;regV3;sizeX
